,MSZoning,Street,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,AgeBeforeRemodel,TotalHouseSizeSF,OverallQual,OverallCond,YearRemodAdd,Foundation,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,TotalKitchens,KitchenQual,TotalRooms,TotalBathRooms,Functional,Fireplaces,GarageType,GarageYrBlt,GarageQual,SaleType,SaleCondition,SalePrice
803,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1,5990,9,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,12,4,Typ,1,BuiltIn,2009.0,TA,New,Partial,582933
804,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2350,5,5,1954,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Min1,0,Attchd,1954.0,TA,WD,Family,118000
805,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3459,7,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,2,Typ,0,Attchd,2008.0,TA,New,Partial,227680
806,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,2412,5,5,1967,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1967.0,TA,WD,Normal,135500
807,RL,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,2Story,81,3740,5,6,2004,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,6,4,Typ,1,Attchd,1923.0,TA,WD,Normal,223500
808,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,2594,5,5,1966,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1966.0,TA,WD,Normal,159950
809,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,67,3543,5,5,1965,PConc,TA,GasA,TA,N,FuseA,3,TA,11,2,Typ,0,Detchd,1910.0,Fa,WD,Normal,106000
810,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,25,3746,6,6,1999,CBlock,TA,GasA,Fa,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1974.0,TA,WD,Normal,181000
811,RM,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,0,2256,6,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,4,2,Typ,1,Attchd,2004.0,TA,ConLD,Normal,144500
812,C (all),Grvl,Bnk,AllPub,Mod,IDOTRR,Norm,Norm,1Fam,1Story,0,2088,5,5,1952,CBlock,TA,GasA,TA,N,FuseA,1,Fa,4,1,Typ,0,Basment,1952.0,TA,WD,Alloca,55993
813,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3460,6,6,1958,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,0,Attchd,1958.0,TA,COD,Normal,157900
814,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,32,2519,5,7,1950,BrkTil,TA,GasW,Gd,Y,SBrkr,1,Fa,7,3,Typ,0,Detchd,1955.0,TA,WD,Normal,116000
815,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3942,7,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,1998.0,TA,WD,Normal,224900
816,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2411,5,6,1954,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,4,1,Typ,1,Attchd,1954.0,TA,WD,Normal,137000
817,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0,4323,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,2,Attchd,2002.0,TA,WD,Normal,271000
818,RL,Pave,Lvl,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,0,2502,6,7,1971,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1971.0,TA,WD,Normal,155000
819,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,1,3427,7,5,2010,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2010.0,TA,New,Partial,224000
820,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3078,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2003.0,TA,WD,Normal,183000
821,RM,Pave,Bnk,AllPub,Mod,OldTown,Norm,Norm,2fmCon,1Story,0,2592,4,4,1953,CBlock,TA,GasA,TA,N,SBrkr,1,TA,4,1,Min2,0,Detchd,1974.0,TA,WD,Normal,93000
822,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3161,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,BuiltIn,2003.0,TA,WD,Family,225000
823,RL,Pave,Lvl,AllPub,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,10,2842,6,7,1950,BrkTil,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,1,Detchd,1940.0,TA,WD,Normal,139500
824,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3894,8,5,2006,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2006.0,TA,New,Partial,232600
825,RL,Pave,Lvl,AllPub,Gtl,NridgHt,PosN,PosN,1Fam,1Story,1,5615,10,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,7,3,Typ,1,Attchd,2007.0,TA,New,Partial,385000
826,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,26,1684,5,6,1950,BrkTil,TA,GasA,Gd,Y,SBrkr,1,Gd,5,2,Typ,0,NG,-1.0,NG,WD,Normal,109500
827,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0,3744,7,5,2001,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2001.0,TA,WD,Normal,189000
828,RL,Pave,Low,AllPub,Sev,ClearCr,Norm,Norm,1Fam,2Story,0,4388,5,5,1967,PConc,Gd,GasA,TA,Y,SBrkr,1,TA,7,4,Min2,0,Attchd,1967.0,TA,WD,Abnorml,185000
829,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,Twnhs,2Story,0,2389,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,4,3,Typ,0,Detchd,2005.0,TA,WD,Normal,147400
830,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3434,6,5,1957,CBlock,TA,GasA,TA,Y,FuseA,1,TA,6,3,Typ,2,Attchd,1957.0,TA,WD,Normal,166000
831,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0,2366,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,4,3,Typ,0,Detchd,2005.0,TA,WD,Normal,151000
832,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3614,7,6,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,Attchd,2003.0,TA,WD,Normal,237000
833,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3656,6,6,1964,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1964.0,TA,WD,Normal,167000
834,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2744,5,6,1961,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1961.0,TA,WD,Normal,139950
835,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,45,2860,4,7,1995,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,4,2,Min2,0,Attchd,1996.0,TA,WD,Normal,128000
836,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,25,4276,5,6,1973,BrkTil,TA,GasA,Gd,Y,SBrkr,1,TA,5,2,Min2,0,Detchd,1948.0,TA,COD,Normal,153500
837,RM,Pave,Lvl,AllPub,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0,1734,6,5,1973,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,3,Typ,0,Detchd,1973.0,TA,WD,Normal,100000
838,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,11,2828,5,6,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,1999.0,TA,WD,Normal,144000
839,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,49,2208,5,6,1995,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,1,Typ,0,Detchd,1946.0,TA,WD,Normal,130500
840,RH,Pave,Lvl,AllPub,Gtl,SWISU,Norm,Norm,1Fam,2Story,25,2808,6,8,1950,BrkTil,TA,GasA,TA,N,SBrkr,1,Fa,7,2,Typ,0,Detchd,1934.0,TA,WD,Normal,140000
841,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,98,3091,5,8,2002,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,8,2,Typ,1,Detchd,1983.0,Gd,WD,Normal,157500
842,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,2911,6,7,1966,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,0,Attchd,1966.0,Gd,WD,Normal,174900
843,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,Duplex,1Story,0,3600,5,4,1961,CBlock,TA,GasA,Ex,N,SBrkr,2,TA,10,2,Typ,0,NG,-1.0,NG,WD,Normal,141000
844,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,35,3624,5,8,1950,BrkTil,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,1,Detchd,1949.0,TA,WD,Normal,153900
845,RL,Pave,Lvl,AllPub,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,6,3702,5,5,1981,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Min2,2,Basment,1975.0,TA,WD,Normal,171000
846,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0,3438,7,5,1993,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,Attchd,1993.0,TA,WD,Normal,213000
847,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,2066,5,6,1972,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,1,Attchd,1972.0,TA,WD,Normal,133500
848,RL,Pave,Bnk,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,89,4326,6,8,1997,BrkTil,TA,GasA,TA,Y,SBrkr,1,TA,10,3,Typ,1,Detchd,1908.0,Fa,WD,Normal,240000
849,RL,Pave,Lvl,AllPub,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,18,3108,6,7,1994,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1976.0,TA,WD,Normal,187000
850,RM,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,0,2256,6,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,3,2,Typ,0,Attchd,2003.0,TA,WD,Normal,131500
851,RL,Pave,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,0,3292,8,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2003.0,TA,WD,Normal,215000
852,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,9,2930,7,5,1950,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,2,Detchd,1941.0,TA,WD,Normal,164000
853,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,3397,6,6,1964,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1964.0,TA,WD,Normal,158000
854,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,19,4726,5,4,1974,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1955.0,TA,WD,Abnorml,170000
855,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,48,2444,5,8,2010,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,3,Typ,0,Detchd,1962.0,TA,WD,Normal,127000
856,RL,Pave,Low,AllPub,Mod,CollgCr,Norm,Norm,1Fam,SLvl,0,2576,6,6,1978,CBlock,Gd,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1981.0,TA,WD,Normal,147000
857,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1,2562,6,5,1995,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1994.0,TA,WD,Normal,174000
858,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,2939,7,5,1976,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1976.0,TA,WD,Family,152000
859,RL,Pave,Lvl,AllPub,Gtl,NWAmes,PosA,Norm,1Fam,2Story,16,4614,6,7,1984,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,9,4,Typ,1,Attchd,1968.0,TA,WD,Normal,250000
860,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,80,2794,7,8,1998,BrkTil,TA,GasA,Gd,Y,SBrkr,1,Gd,7,2,Typ,1,Detchd,1925.0,TA,WD,Normal,189950
861,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,0,2582,5,4,1965,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,6,3,Typ,0,Attchd,1965.0,TA,WD,Normal,131500
862,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1,2617,6,5,1985,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1986.0,TA,WD,Normal,152000
863,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2968,5,5,1959,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1959.0,TA,WD,Normal,132500
864,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,1,3413,7,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,2008.0,TA,New,Partial,250580
865,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2906,5,6,1970,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1973.0,TA,WD,Normal,148500
866,RL,Pave,HLS,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,1,4426,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2007.0,TA,New,Partial,248900
867,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,0,2872,4,5,1961,CBlock,TA,GasA,TA,Y,SBrkr,1,Fa,5,3,Typ,0,Attchd,1961.0,TA,WD,Normal,129000
868,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,2,3203,5,6,1950,Slab,NB,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1979.0,TA,WD,Normal,169000
869,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1,3819,7,5,1994,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,Attchd,1993.0,TA,WD,Normal,236000
870,RL,Pave,Lvl,AllPub,Gtl,NAmes,PosN,Norm,1Fam,1Story,0,2096,5,5,1962,CBlock,TA,GasA,Gd,N,SBrkr,1,TA,5,1,Typ,0,Detchd,1962.0,TA,WD,Normal,109500
871,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3086,6,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,1998.0,TA,WD,Normal,200500
872,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,43,1775,5,7,1996,Stone,TA,GasA,Gd,Y,SBrkr,1,Gd,5,1,Typ,0,Attchd,1953.0,TA,WD,Normal,116000
873,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,1,2184,5,7,1950,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,1,Typ,1,Attchd,1949.0,TA,WD,Normal,133000
874,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,9,2033,5,6,1950,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1941.0,TA,WD,Abnorml,66500
875,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,0,4916,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,11,3,Typ,1,BuiltIn,2007.0,TA,New,Partial,303477
876,RL,Pave,HLS,AllPub,Mod,Mitchel,Norm,Norm,1Fam,1Story,0,2752,4,5,1963,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1963.0,TA,WD,Normal,132250
877,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1,4608,9,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,10,4,Typ,1,Attchd,2004.0,TA,WD,Normal,350000
878,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,34,3032,5,7,1995,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,6,2,Min2,0,Detchd,1987.0,TA,WD,Normal,148000
879,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,27,2064,5,8,2005,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1978.0,TA,WD,Normal,136500
880,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,2679,5,5,2006,PConc,Gd,GasA,Gd,Y,SBrkr,1,TA,5,3,Typ,0,Attchd,2005.0,TA,WD,Normal,157000
881,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,1,3477,7,5,1991,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1990.0,TA,WD,Normal,187500
882,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1,3172,6,5,1993,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,7,3,Typ,1,BuiltIn,1993.0,TA,WD,Normal,178000
883,RL,Pave,Bnk,AllPub,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,38,3172,4,5,1950,PConc,Fa,GasA,TA,N,SBrkr,1,TA,10,2,Typ,0,Detchd,1997.0,TA,WD,Normal,118500
884,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2072,5,5,1967,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1967.0,TA,WD,Normal,100000
885,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,1,4075,9,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1999.0,TA,CWD,Abnorml,328900
886,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,Duplex,1Story,46,4252,5,5,2005,CBlock,TA,GasA,Ex,Y,SBrkr,2,TA,8,2,Typ,0,Attchd,2005.0,TA,WD,Family,145000
887,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,0,2895,5,7,1955,PConc,TA,GasA,TA,Y,SBrkr,1,TA,8,2,Typ,0,Attchd,1955.0,TA,WD,Normal,135500
888,RL,Pave,Lvl,AllPub,Mod,NAmes,Norm,Norm,1Fam,1Story,0,5567,8,6,1970,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1970.0,TA,WD,Normal,268000
889,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0,3677,6,4,1953,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1953.0,TA,WD,Normal,149500
890,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,57,2172,5,7,2006,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,1,Typ,1,Detchd,2003.0,TA,WD,Normal,122900
891,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,2Story,0,3284,6,5,1978,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1978.0,TA,WD,Normal,172500
892,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,40,2583,6,8,2003,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1963.0,TA,WD,Normal,154500
893,RL,Pave,Lvl,AllPub,Gtl,Sawyer,PosN,Norm,1Fam,1Story,0,3747,5,5,1954,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1954.0,TA,WD,Normal,165000
894,RL,Pave,Bnk,AllPub,Gtl,SawyerW,Norm,Norm,Duplex,1Story,0,1935,5,5,1979,Slab,NB,GasA,TA,Y,SBrkr,2,TA,8,2,Typ,0,Attchd,1979.0,TA,WD,Alloca,118858
895,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,2Story,0,3109,6,5,1963,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,8,3,Typ,1,Attchd,1963.0,TA,WD,Normal,140000
896,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,14,2257,4,6,1950,BrkTil,TA,GasA,Ex,N,SBrkr,1,TA,6,1,Typ,0,Detchd,1936.0,TA,WD,Abnorml,106500
897,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,0,2922,5,5,1979,Slab,NB,GasA,TA,Y,SBrkr,2,TA,12,2,Typ,0,Detchd,1979.0,TA,WD,Alloca,142953
898,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,5581,9,5,2010,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,11,4,Typ,2,Attchd,2009.0,TA,New,Partial,611657
899,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,33,2436,5,7,1994,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,1,Typ,1,Attchd,1961.0,TA,WD,Normal,135000
900,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2400,4,6,1971,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,1,Typ,0,Detchd,1979.0,TA,WD,Normal,110000
901,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,43,3054,5,7,2000,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1968.0,TA,WD,Normal,153000
902,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2760,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2003.0,TA,WD,Normal,180000
903,RL,Pave,HLS,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,1Story,0,4234,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2006.0,TA,New,Partial,240000
904,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2066,5,6,1967,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,1,Typ,0,Attchd,1967.0,TA,WD,Normal,125500
905,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2563,5,5,1954,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1954.0,TA,WD,Normal,128000
906,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,4184,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2006.0,TA,WD,Normal,255000
907,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,51,3576,7,7,1987,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,1936.0,Fa,WD,Normal,250000
908,RL,Pave,Low,AllPub,Mod,Mitchel,Norm,Norm,1Fam,1Story,0,2414,5,5,1983,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1983.0,TA,WD,Normal,131000
909,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2676,6,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2005.0,TA,WD,Normal,174000
910,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,Duplex,2Story,0,3859,5,5,1960,CBlock,TA,GasA,TA,Y,FuseA,2,TA,12,2,Typ,0,Detchd,1960.0,TA,WD,Normal,154300
911,RL,Pave,Lvl,AllPub,Mod,CollgCr,Norm,Norm,1Fam,1Story,12,2961,5,7,1989,CBlock,Gd,GasA,TA,Y,SBrkr,1,Gd,5,2,Typ,0,Detchd,1978.0,TA,WD,Normal,143500
912,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,25,2465,5,7,1950,BrkTil,TA,GasA,TA,N,SBrkr,1,TA,6,1,Min1,0,Detchd,1925.0,TA,WD,Abnorml,88000
913,RH,Pave,HLS,AllPub,Gtl,Crawfor,Norm,Norm,Duplex,2Story,1,3874,5,6,1950,CBlock,TA,GasA,TA,N,FuseA,2,TA,8,2,Typ,0,2Types,1949.0,TA,WD,Normal,145000
914,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0,2598,6,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,4,3,Typ,0,Detchd,2009.0,TA,New,Partial,173733
915,RM,Pave,Lvl,AllPub,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,0,1924,4,5,1970,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1970.0,TA,WD,Normal,75000
